order_id,store_id,to_user_distance,to_user_elevation,total_earning,created_at,taken
14364873,30000009,2.4781006757058885,-72.71936035156295,4200,2017-09-07T20:02:17Z,0
14370123,30000058,0.4517105995880018,37.754760742187955,4200,2017-09-07T20:13:16Z,0
14368534,900003684,2.0260718639243747,207.1911621093741,4000,2017-09-07T20:07:23Z,0
14370258,900014452,2.6714317179354317,1.72265625,4400,2017-09-07T20:15:19Z,1
14369923,900014085,0.9654960419063051,117.42919921875,3450,2017-09-07T20:12:14Z,1
14367859,900004363,0.5771555466804473,-7.895874023437955,5200,2017-09-07T20:13:16Z,1
14367634,900006875,2.5580391322215363,4.0861816406259095,4200,2017-09-07T20:07:23Z,0
14369615,900005637,1.1454069680202483,-33.873657226562045,3200,2017-09-07T20:10:15Z,1
14368621,900007609,1.2187420195423013,132.34228515625,4200,2017-09-07T20:14:14Z,1
14367450,900004941,1.2825400012875505,0.79248046875,3200,2017-09-07T19:56:22Z,0
14367975,900004941,2.3474398217870993,-123.03234863281295,3200,2017-09-07T19:59:19Z,0
14368062,900006873,1.1577959199531047,72.22009277343705,5200,2017-09-07T20:15:19Z,1
14368255,30000255,0.6231860466254957,-9.042358398437955,3700,2017-09-07T20:14:14Z,1
14369442,900009486,2.258878729727247,6.2272949218759095,4200,2017-09-07T20:09:15Z,1
14368247,900005637,1.0832647328606764,-68.84143066406205,3200,2017-09-07T20:12:14Z,0
14369738,30000301,1.8810293763043273,-160.72351074218705,3200,2017-09-07T20:13:16Z,1
14368210,900005637,1.3520921870145919,242.213623046875,6000,2017-09-07T20:11:15Z,1
14368342,900010675,2.6640094010093494,139.37414550781205,4200,2017-09-07T20:11:15Z,0
14368573,900013508,0.5629625762571852,-21.301147460937955,5200,2017-09-07T20:17:17Z,1
14368043,900007200,2.056202446125318,145.3156738281241,3700,2017-09-07T20:17:17Z,1
14368568,30000048,1.865569249941577,212.17321777343795,4200,2017-09-07T20:17:17Z,0
14368878,900003685,2.5226157288386934,51.291381835937045,4000,2017-09-07T20:13:16Z,1
14370660,900006491,0.600651996600566,-35.241455078125,3200,2017-09-07T20:18:15Z,1
14367873,900011220,1.113147174634866,12.240356445312045,5200,2017-09-07T20:18:15Z,1
14369202,900008202,2.8855151279757427,47.44970703125,3600,2017-09-07T20:07:23Z,0
14370107,900007625,1.5450656511208245,172.211181640625,3200,2017-09-07T20:19:16Z,1
14364215,900002160,1.2506982587143582,-108.46752929687591,5400,2017-09-07T20:20:16Z,1
14368002,900007756,3.024759344843697,177.5095214843741,4600,2017-09-07T20:20:16Z,1
14370649,900005727,2.7475619857532365,13.09155273437591,3200,2017-09-07T20:20:16Z,1
14370164,900012790,1.6333766482533507,5.12451171875,5200,2017-09-07T20:21:15Z,0
14369761,900012834,0.8902467608371349,39.64306640625,3200,2017-09-07T20:22:13Z,1
14369927,30000094,1.168212748531239,-12.61474609375,3450,2017-09-07T20:24:18Z,1
14371461,900003685,2.393699038488402,42.583374023437045,3700,2017-09-07T20:25:20Z,1
14370217,900010673,1.331901886262621,123.43444824218795,3200,2017-09-07T20:26:20Z,0
14371457,900004738,0.607196046748863,101.92468261718705,4200,2017-09-07T20:26:20Z,1
14368627,900009648,1.5001966948577434,21.636108398437955,4200,2017-09-07T20:13:16Z,1
14665690,900006876,0.8325741595500817,37.079956054687045,4200,2017-09-12T20:27:07Z,0
14666477,900011720,0.6342978544687847,3.5925292968759095,3200,2017-09-12T20:47:07Z,0
14667184,30000270,1.4543053811503945,106.30432128906205,3200,2017-09-12T20:54:05Z,1
14667340,900015414,0.48457039392639994,-0.09716796875,3200,2017-09-12T20:59:06Z,1
14666916,900005637,1.0587241628799038,97.1650390625,5200,2017-09-12T20:59:06Z,1
14665555,900013075,0.9020346639225327,113.16442871093705,5200,2017-09-12T20:30:09Z,1
14667327,30000110,1.631879866918431,121.87414550781295,4200,2017-09-12T21:09:07Z,1
14667818,900006489,3.967566557066855,93.894287109375,5500,2017-09-12T21:10:07Z,1
14667676,900014481,1.1035274883631692,19.62255859375,3200,2017-09-12T21:12:05Z,0
14667910,900015422,2.2221621103325484,-56.744018554687045,3200,2017-09-12T21:12:05Z,1
14667935,900015756,1.7950649571131643,16.099731445312045,3200,2017-09-12T21:12:05Z,0
14667714,900012514,3.2852390243002536,-30.227661132812045,3200,2017-09-12T21:13:06Z,1
14667952,900013675,1.7321054309945658,-144.89855957031295,3700,2017-09-12T21:18:06Z,0
14668144,30000286,0.7941739162853727,2.466552734375,3700,2017-09-12T21:18:06Z,1
14668377,900002482,0.35012203298367867,5.374633789062045,3200,2017-09-12T21:25:06Z,1
14668378,900007231,0.34595306056567326,4.372192382812045,3200,2017-09-12T21:24:04Z,0
14668178,900011227,0.11131563391763952,5.785034179687955,3200,2017-09-12T21:25:06Z,1
14668286,900012514,0.4772977104316825,31.560546875,3700,2017-09-12T21:29:05Z,1
14668389,900012787,1.5371705904221789,36.50854492187591,4200,2017-09-12T21:30:04Z,0
14668437,900014506,2.3680074583537816,-73.69714355468705,3700,2017-09-12T21:32:05Z,1
14668636,900015423,1.1681965630536215,-30.883422851562045,3700,2017-09-12T21:34:04Z,1
14668742,900006491,0.45597292945851686,23.474243164062955,3200,2017-09-12T21:37:04Z,1
14668979,30000098,0.4574328287657484,17.52075195312591,5200,2017-09-12T21:46:04Z,1
14669048,900014724,1.3450160956292,0.04016113281204525,3200,2017-09-12T21:49:04Z,1
14668850,30000026,0.29596479114702856,-12.344970703125,6200,2017-09-12T21:52:03Z,1
14669083,900006489,2.2274364593802343,79.16394042968795,3200,2017-09-12T21:51:05Z,1
14668843,900014481,1.0415072395069218,107.6533203125,3200,2017-09-12T22:01:03Z,1
14669331,900011321,1.9775078109990376,56.620239257812045,3200,2017-09-12T22:02:03Z,1
14669501,900006491,0.37779738180733113,-19.6201171875,3200,2017-09-12T22:09:04Z,1
14669498,900011642,1.401087080879773,22.209350585937045,4200,2017-09-12T22:11:03Z,1
14669554,900012148,2.6447383865661958,222.4538574218741,4500,2017-09-12T22:13:03Z,1
14669360,900004621,0.8277983030777847,-17.515502929687955,4200,2017-09-12T22:15:03Z,1
14669781,900015414,3.316403760594281,25.4033203125,6900,2017-09-12T22:25:03Z,1
14670211,900006490,2.363019265596543,-35.069213867187955,4600,2017-09-12T22:56:03Z,1
14670162,900009689,3.0755010759932047,-2.5601806640620453,4800,2017-09-12T22:52:02Z,0
14670300,900014724,3.265790095314878,234.62390136718705,4800,2017-09-12T23:07:02Z,0
14670454,900012438,0.8749119301001246,46.69580078125,3700,2017-09-12T23:21:02Z,1
14670517,900013069,0.6082740391818385,5.911010742187045,6200,2017-09-12T23:37:02Z,1
14670569,900013831,1.0260502025340148,-29.0576171875,7200,2017-09-12T23:31:02Z,0
14670994,900009689,2.140513034420753,-15.869384765625,4200,2017-09-13T00:46:02Z,1
14671218,900015309,0.21986501886297244,-17.833251953125,6200,2017-09-13T02:40:02Z,1
14672026,900006493,1.9821819589502072,1.3250732421879547,3200,2017-09-13T07:11:02Z,1
14672206,900012861,1.9768876889995561,65.31164550781295,5200,2017-09-13T07:28:02Z,1
14672059,900008653,1.5248077068116819,-14.96118164062409,4200,2017-09-13T07:26:02Z,1
14672465,30000253,2.0417368196359744,158.0615234375,4200,2017-09-13T07:37:02Z,1
14673504,900015216,2.009798774514187,52.549438476562045,4700,2017-09-13T08:30:03Z,0
14673547,900014679,1.7859134131825574,-38.81201171875,5200,2017-09-13T08:33:03Z,1
14673609,900015309,0.8970349096395099,31.106811523437045,3200,2017-09-13T08:35:03Z,1
14673758,900008653,3.818488005039066,73.69287109375,4900,2017-09-13T08:45:03Z,1
14673901,900013355,1.5119381710221247,60.0302734375,5500,2017-09-13T08:52:03Z,1
14674195,900016249,2.6009100917273114,51.87255859375,4000,2017-09-13T09:07:03Z,1
14674398,30000253,0.6080301063273009,76.29406738281295,3200,2017-09-13T09:16:04Z,1
14674294,900014905,1.6964140442044844,265.37316894531295,4600,2017-09-13T09:17:03Z,1
14674624,900014475,1.5322228919886316,27.93310546875,4200,2017-09-13T09:27:04Z,1
14674544,30000135,1.1044015247077077,39.583251953125,3300,2017-09-13T09:34:03Z,1
14674449,900006877,2.7762745350688425,-23.266479492187955,4200,2017-09-13T09:34:03Z,1
14674774,30000157,2.6045325238677326,-32.284301757812955,4700,2017-09-13T09:45:03Z,0
14674927,900008653,1.0806077545907253,17.10620117187591,3200,2017-09-13T09:47:04Z,1
14675131,900015555,2.265191278691715,36.944946289062955,6800,2017-09-13T09:52:03Z,1
14675467,900014511,1.9392770686133332,83.82702636718795,3200,2017-09-13T10:14:03Z,1
14675858,900006492,3.826811600021896,52.014892578125,5800,2017-09-13T10:26:04Z,1
14675952,30000016,0.8952444952615909,-18.88671875,4200,2017-09-13T10:41:04Z,1
14676195,900011326,2.0023449681753727,18.10522460937409,3900,2017-09-13T10:49:04Z,1
14676617,30000071,2.202757883580309,12.176513671875,3200,2017-09-13T11:03:04Z,1
14676582,900005882,1.638235094837106,56.70971679687409,3200,2017-09-13T11:05:05Z,1
14676912,900003781,0.2151574024211189,24.12280273437591,5200,2017-09-13T11:14:05Z,1
14676997,900015424,1.7024204768929942,94.01794433593795,3700,2017-09-13T11:17:04Z,0
14676803,900015422,0.34440760669308607,28.528686523437955,3200,2017-09-13T11:16:05Z,1
14676662,900004173,2.873453417319497,-21.723022460937955,3400,2017-09-13T11:17:04Z,1
14676957,30000159,1.4457694875598832,126.462890625,3700,2017-09-13T11:19:04Z,1
14676663,900014508,1.4222874767983156,14.964721679687955,3200,2017-09-13T11:21:05Z,1
14677169,30000300,2.9524109885936674,105.010498046875,4500,2017-09-13T11:22:05Z,1
14677031,900007613,1.2127708586827142,-15.536376953125,4200,2017-09-13T11:23:05Z,1
14677244,900010740,1.6504035009833333,-36.900390625,3200,2017-09-13T11:24:05Z,1
14677071,900006246,2.4028899612269856,-132.287353515625,5200,2017-09-13T11:24:05Z,1
14677294,900002426,1.956218939017532,-13.513305664062955,4200,2017-09-13T11:24:05Z,1
14820106,30000176,0.9732139028016682,-10.952758789062045,5500,2017-09-15T22:14:47Z,1
14818629,900012602,0.5222209389703273,12.192993164062045,5500,2017-09-15T22:15:46Z,1
14820627,900011330,0.5884149231193118,104.05615234375,4500,2017-09-15T22:16:47Z,0
14820801,900010523,0.2958641399440351,17.582397460937955,5500,2017-09-15T22:22:47Z,1
14820253,900014481,1.267914945962112,67.91320800781205,6500,2017-09-15T22:22:47Z,1
14820671,30000009,1.536887993119888,246.942138671875,5500,2017-09-15T22:23:48Z,1
14819997,900004971,1.8520416322376199,-39.435424804687045,5500,2017-09-15T22:23:48Z,1
14821077,900006490,1.2299462626884152,5.34326171875,4500,2017-09-15T22:28:47Z,1
14821120,900015422,0.42070198402042,-11.003784179687045,4500,2017-09-15T22:31:47Z,1
14821185,900006490,0.8311700743382198,-22.162841796875,4500,2017-09-15T22:32:47Z,1
14820983,900011642,0.5265709281157093,34.005249023437045,4500,2017-09-15T22:32:47Z,1
14821091,900012373,0.23151967242216173,-6.2683105468740905,5500,2017-09-15T22:35:47Z,1
14821440,900014724,2.368957742324035,90.251953125,5600,2017-09-15T22:39:46Z,1
14821461,900002516,0.34142736655931993,34.905883789062955,5500,2017-09-15T22:40:47Z,1
14821470,900002482,1.4728791725594075,9.587158203125,5500,2017-09-15T22:40:47Z,1
14821656,900006490,2.1973970073967055,19.952514648437955,5500,2017-09-15T22:46:46Z,1
14821591,900015954,2.1403280210453555,23.004638671875,5500,2017-09-15T22:46:46Z,1
14821661,900016391,2.569167228979461,45.695678710937045,5600,2017-09-15T22:47:46Z,1
14822239,900011641,3.373476333100272,39.3203125,5200,2017-09-15T23:05:46Z,1
14822245,900003684,2.326376788367175,66.55224609375,5100,2017-09-15T23:05:46Z,1
14822284,900014504,1.2510816609083368,7.930541992187955,4500,2017-09-15T23:07:45Z,1
14822329,900011642,0.9769825509069539,-15.536499023437045,6500,2017-09-15T23:08:45Z,1
14822795,900013011,2.018137780241244,44.55517578125,4000,2017-09-15T23:24:45Z,1
14822746,900015420,2.4415203518021813,174.14599609375,5600,2017-09-15T23:23:45Z,1
14822778,900011641,1.2180972732374415,36.439331054687955,5500,2017-09-15T23:24:45Z,1
14822936,900014724,1.3884776657985507,83.90124511718705,5500,2017-09-15T23:29:46Z,1
14823094,900015423,1.0917588736543693,-3.8619384765620453,4500,2017-09-15T23:36:45Z,1
14822950,900011642,1.3592712595100873,10.33642578125,4500,2017-09-15T23:36:45Z,1
14823139,900012438,2.0649219290766765,108.35888671875,3900,2017-09-15T23:38:45Z,0
14822928,900015422,3.0953703986350183,163.06298828125,8100,2017-09-15T23:39:45Z,1
14823142,900003684,1.0143242955923382,-20.47509765625,5500,2017-09-15T23:38:45Z,1
14823239,900005747,1.8294918948162646,115.72570800781295,5500,2017-09-15T23:42:45Z,0
